,ID,Gender,MaritalStat,EducationLevel,Field,Experience,HappyWorkingHere?,TakeAdditionalCourse?,Position,Sector,Age,SatisfiedMySalary,WagePolicyFairness,SatisfiedNonWageCompensation,SatisfiedMyWork,SatisfiedMyOrganization,ManagementAttitude,WageReward,ColleaguesAttitude,WorkingConditions,JobSecurity,FinancialPerformance,NonFinancialPerformans
247,248.0,Male,Married,Master,Finance,11 - 15 Years,Yes,Yes,Operation manager,State,32.0,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly disagree,Agree,2.25,2.71,2.33,2.5,2.0,2.25,2.25
248,249.0,Male,Married,Master,Finance,6 - 10 Years,Yes,No,Expert,Private,28.0,Agree,Disagree,Strongly disagree,Agree,Agree,3.25,3.0,3.5,4.0,3.5,3.75,3.75
249,250.0,Male,Married,Master,Finance,11 - 15 Years,No,No,Mid-level manager,Private,35.0,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,2.83,2.14,2.67,3.33,2.5,2.0,2.25
250,251.0,Male,Married,Master,Information Technology,11 - 15 Years,Yes,Yes,Expert,Private,35.0,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,3.5,3.43,3.83,2.83,3.5,3.0,3.5
251,252.0,Male,Married,Bachelor,Finance,11 - 15 Years,No,No,Expert,Private,36.0,Strongly agree,Agree,Strongly disagree,Disagree,Neither agree nor disagree,1.92,2.43,3.33,2.0,2.0,3.0,2.25
252,253.0,Male,Married,Master,Finance,1 - 5 Years,No,No,Staff,State,30.0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1.25,1.29,1.67,2.0,1.5,1.0,1.0
253,254.0,Female,Married,Master,Information Technology,6 - 10 Years,No,Yes,Expert,Private,31.0,Agree,Disagree,Disagree,Agree,Agree,3.58,3.43,3.33,3.67,3.5,3.75,3.5
254,255.0,Male,Married,Master,Finance,1 - 5 Years,Yes,No,Expert,Private,30.0,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,4.42,4.14,4.17,4.5,5.0,4.75,4.25
255,256.0,Male,Married,Master,Finance,16 - 20 Years,Yes,Yes,Expert,Private,41.0,Agree,Agree,Neither agree nor disagree,Strongly agree,Agree,4.25,3.43,3.83,3.83,4.5,3.5,3.5
256,257.0,Male,Married,Master,Finance,6 - 10 Years,Yes,No,Expert,Private,32.0,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,2.58,1.29,2.17,3.0,1.0,1.0,1.0
257,258.0,Male,Married,Master,Finance,6 - 10 Years,Yes,Yes,Mid-level manager,Private,29.0,Agree,Agree,Neither agree nor disagree,Agree,Agree,4.33,4.0,4.0,4.17,5.0,3.0,3.0
258,259.0,Female,Married,Bachelor,Finance,1 - 5 Years,Yes,Yes,Staff,State,27.0,Agree,Agree,Disagree,Agree,Agree,2.75,3.29,3.5,3.5,3.0,4.25,5.0
259,260.0,Male,Married,Bachelor,Information Technology,6 - 10 Years,Yes,Yes,Expert,Private,33.0,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,4.17,4.0,3.67,4.33,5.0,4.5,3.25
260,261.0,Male,Married,Master,Information Technology,1 - 5 Years,Yes,No,Operation manager,State,28.0,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,4.17,3.43,4.5,4.5,4.0,3.25,3.25
261,262.0,Male,Married,Master,Finance,6 - 10 Years,Yes,Yes,Operation manager,State,30.0,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,2.75,2.43,2.5,2.5,2.5,4.0,4.25
262,263.0,Male,Married,Master,Finance,6 - 10 Years,Yes,Yes,Mid-level manager,Private,38.0,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3.17,3.57,2.83,2.67,4.0,3.0,3.0
263,264.0,Male,Married,Master,Finance,11 - 15 Years,Yes,Yes,Senior manager,Private,38.0,Agree,Agree,Agree,Strongly agree,Strongly agree,4.33,4.43,4.33,4.83,5.0,3.25,4.25
264,265.0,Male,Married,Master,Information Technology,11 - 15 Years,No,Yes,Mid-level manager,Private,39.0,Strongly agree,Agree,Agree,Agree,Agree,4.0,4.57,4.17,4.0,3.0,4.75,4.75
265,266.0,Male,Married,Master,Finance,6 - 10 Years,No,No,Mid-level manager,Private,33.0,Neither agree nor disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,2.08,1.86,2.83,2.5,4.0,2.0,2.0
266,267.0,Male,Married,Master,Finance,6 - 10 Years,No,Yes,Mid-level manager,Private,32.0,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,3.75,2.71,3.33,3.83,4.0,3.25,3.0
267,268.0,Female,Married,Master,Finance,1 - 5 Years,Yes,No,Expert,Private,26.0,Neither agree nor disagree,Agree,Agree,Agree,Agree,3.5,3.86,4.0,4.17,3.5,3.0,2.5
268,269.0,Male,Single,Master,Finance,1 - 5 Years,No,Yes,Expert,Private,28.0,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,4.33,4.86,4.17,4.0,5.0,4.5,3.75
269,270.0,Male,Married,Master,Finance,16 - 20 Years,Yes,Yes,Mid-level manager,Private,39.0,Agree,Agree,Agree,Strongly agree,Strongly agree,4.67,4.14,4.33,4.83,5.0,3.75,4.0
270,271.0,Male,Married,Master,Information Technology,11 - 15 Years,Yes,Yes,Expert,Private,41.0,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,4.67,4.57,3.5,5.0,5.0,5.0,5.0
271,272.0,Male,Married,Master,Finance,16 - 20 Years,No,No,Senior manager,Private,38.0,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,4.5,3.86,4.17,4.83,5.0,3.25,5.0
272,273.0,Male,Married,Master,Information Technology,11 - 15 Years,Yes,Yes,Mid-level manager,Private,34.0,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,2.5,2.57,2.83,3.17,1.5,3.75,3.25
273,274.0,Male,Married,Bachelor,Information Technology,11 - 15 Years,Yes,Yes,Staff,State,29.0,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,3.58,3.0,3.17,4.67,5.0,5.0,4.0
274,275.0,Female,Married,Master,Health Care,11 - 15 Years,Yes,Yes,Mid-level manager,Private,38.0,Agree,Neither agree nor disagree,Disagree,Agree,Agree,3.92,3.0,3.83,4.17,3.5,3.75,3.75
275,276.0,Female,Married,Master,Education,16 - 20 Years,Yes,Yes,Expert,Private,38.0,Agree,Agree,Agree,Agree,Agree,2.67,3.57,2.83,3.0,1.5,2.5,4.5
276,277.0,Male,Married,Master,Finance,1 - 5 Years,Yes,No,Mid-level manager,Private,33.0,Agree,Neither agree nor disagree,Disagree,Agree,Strongly agree,3.83,3.0,3.33,4.83,3.0,3.75,4.0
277,278.0,Male,Married,Bachelor,Information Technology,1 - 5 Years,No,No,Expert,Private,27.0,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,3.42,3.0,3.83,4.5,5.0,4.0,4.0
278,279.0,Male,Married,Master,Finance,1 - 5 Years,Yes,No,Expert,Private,25.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4.17,5.0,4.17,4.67,4.5,4.5,4.75
279,280.0,Female,Married,Master,Finance,1 - 5 Years,No,No,Mid-level manager,Private,28.0,Agree,Agree,Agree,Agree,Agree,4.0,4.0,4.0,4.0,4.0,4.0,4.0
280,281.0,Male,Married,Master,Production,21 + Years,Yes,Yes,Mid-level manager,Private,48.0,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,4.83,4.57,4.67,4.83,5.0,4.0,4.0
281,282.0,Female,Married,Master,Finance,6 - 10 Years,No,Yes,Operation manager,State,32.0,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,2.83,2.14,4.0,2.83,3.5,2.75,3.0
282,283.0,Female,Married,Master,Finance,1 - 5 Years,No,No,Expert,Private,25.0,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,4.0,3.14,3.5,3.17,4.5,3.0,3.25
283,284.0,Male,Married,Master,Finance,11 - 15 Years,Yes,Yes,Mid-level manager,Private,37.0,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,4.5,3.14,4.0,4.0,2.5,4.0,4.0
284,285.0,Male,Married,Master,Finance,6 - 10 Years,Yes,Yes,Mid-level manager,Private,33.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5.0,5.0,4.33,5.0,5.0,5.0,5.0
285,286.0,Male,Married,Bachelor,Finance,1 - 5 Years,Yes,Yes,Staff,State,27.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4.08,4.86,3.67,4.17,3.0,4.5,3.5
286,287.0,Male,Married,Master,Finance,11 - 15 Years,Yes,Yes,Mid-level manager,Private,38.0,Agree,Agree,Neither agree nor disagree,Agree,Agree,4.17,3.43,4.5,4.0,4.5,4.25,4.25
287,288.0,Male,Married,Master,Finance,6 - 10 Years,Yes,Yes,Expert,Private,33.0,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,4.83,4.57,4.67,4.67,4.5,4.25,3.75
288,289.0,Male,Married,Master,Finance,1 - 5 Years,No,No,Staff,State,32.0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,2.25,1.14,1.83,2.0,2.0,1.0,1.5
289,290.0,Female,Married,Master,Finance,1 - 5 Years,Yes,No,Expert,Private,32.0,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,4.08,2.57,4.67,4.0,2.0,4.0,4.0
290,291.0,Female,Married,Master,Health Care,11 - 15 Years,No,Yes,Senior manager,Private,34.0,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Agree,3.42,2.14,3.17,4.0,5.0,3.5,3.0
291,292.0,Male,Married,Master,Education,16 - 20 Years,No,Yes,Mid-level manager,Private,40.0,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,3.92,4.14,4.5,4.0,5.0,5.0,5.0
292,293.0,Female,Married,Master,Health Care,21 + Years,Yes,Yes,Senior manager,Private,43.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,4.83,3.57,5.0,4.67,5.0,5.0,5.0
293,294.0,Male,Single,Master,Information Technology,1 - 5 Years,No,Yes,Expert,Private,25.0,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,4.08,4.29,3.33,4.33,2.0,5.0,5.0
294,295.0,Male,Married,Master,Finance,16 - 20 Years,Yes,Yes,Mid-level manager,Private,39.0,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,3.5,2.71,3.83,3.83,5.0,2.5,2.5
295,296.0,Male,Married,Master,Finance,11 - 15 Years,Yes,Yes,Mid-level manager,Private,34.0,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,3.5,4.14,1.0,2.0,2.0,2.5,2.5
296,297.0,Female,Married,Master,Education,6 - 10 Years,Yes,Yes,Staff,State,30.0,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,4.25,4.43,4.17,5.0,4.5,4.0,4.75
297,298.0,Male,Married,Master,Finance,11 - 15 Years,No,No,Staff,State,38.0,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,4.08,3.57,3.5,3.83,4.5,4.25,4.0
298,299.0,Female,Married,Master,Health Care,6 - 10 Years,Yes,No,Operation manager,State,31.0,Agree,Agree,Neither agree nor disagree,Agree,Agree,3.92,3.14,4.17,3.5,5.0,2.0,2.0
299,300.0,Male,Married,Master,Finance,11 - 15 Years,No,Yes,Senior manager,Private,38.0,Agree,Agree,Strongly disagree,Agree,Agree,4.33,3.57,4.67,4.17,4.0,3.25,3.75
300,301.0,Male,Married,Bachelor,Information Technology,11 - 15 Years,Yes,No,Expert,Private,43.0,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,4.5,4.14,5.0,4.67,5.0,5.0,4.75
301,302.0,Male,Married,Master,Finance,16 - 20 Years,Yes,Yes,Mid-level manager,Private,38.0,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,3.67,3.29,3.67,4.17,3.0,4.0,4.0
302,303.0,Male,Married,Master,Finance,6 - 10 Years,Yes,Yes,Expert,Private,32.0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,2.83,1.29,3.5,2.5,2.5,2.25,2.0
303,304.0,Male,Married,Master,Finance,6 - 10 Years,No,Yes,Expert,Private,34.0,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,2.33,1.57,1.0,1.5,2.5,2.5,2.0
304,305.0,Male,Married,Bachelor,Information Technology,1 - 5 Years,Yes,Yes,Expert,Private,27.0,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,4.25,4.29,5.0,4.83,4.5,5.0,4.0
305,306.0,Male,Married,Master,Finance,6 - 10 Years,No,Yes,Mid-level manager,Private,32.0,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,2.5,2.0,4.67,2.5,4.0,2.25,2.0
306,307.0,Male,Married,Master,Finance,6 - 10 Years,Yes,Yes,Expert,Private,31.0,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,3.33,2.0,4.5,1.83,3.0,1.75,2.25
307,308.0,Male,Married,Master,Information Technology,6 - 10 Years,Yes,Yes,Operation manager,State,31.0,Agree,Agree,Strongly disagree,Agree,Agree,4.17,3.0,4.17,3.67,4.5,3.0,3.25
308,309.0,Male,Married,Master,Finance,6 - 10 Years,Yes,Yes,Expert,Private,33.0,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,3.67,2.14,3.33,2.67,5.0,2.0,2.25
309,310.0,Female,Married,Master,Finance,1 - 5 Years,Yes,Yes,Staff,State,27.0,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,1.83,1.86,2.0,2.83,5.0,2.25,2.25
310,311.0,Male,Married,Master,Finance,11 - 15 Years,Yes,Yes,Operation manager,State,36.0,Agree,Agree,Agree,Agree,Strongly agree,4.0,3.86,3.67,3.83,4.5,3.0,3.25
311,312.0,Male,Single,Master,Information Technology,1 - 5 Years,No,Yes,Expert,Private,29.0,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,2.58,2.57,3.5,2.17,1.5,3.0,2.25
312,313.0,Male,Married,Master,Finance,11 - 15 Years,Yes,No,Expert,Private,38.0,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,3.67,3.29,3.0,3.67,4.0,2.25,2.5
313,314.0,Male,Married,Master,Finance,11 - 15 Years,No,Yes,Mid-level manager,Private,40.0,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,3.25,3.0,3.17,3.17,2.5,4.0,3.5
314,315.0,Male,Married,Master,Information Technology,1 - 5 Years,Yes,Yes,Expert,Private,28.0,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,4.33,2.71,4.33,4.17,4.0,3.0,2.25
315,316.0,Male,Married,Bachelor,Finance,21 + Years,No,No,Expert,Private,47.0,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,2.0,1.29,2.17,2.0,5.0,1.0,1.25
316,317.0,Male,Married,Master,Education,11 - 15 Years,No,Yes,Mid-level manager,Private,40.0,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,3.33,3.14,3.33,3.5,3.5,2.75,3.75
317,318.0,Male,Married,Master,Finance,1 - 5 Years,No,No,Staff,State,27.0,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,4.17,2.71,4.5,3.83,3.5,4.25,4.25
318,319.0,Male,Married,Master,Education,1 - 5 Years,Yes,No,Staff,State,32.0,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree,4.25,4.14,4.5,4.5,3.0,4.75,5.0
319,320.0,Male,Married,Master,Information Technology,11 - 15 Years,Yes,Yes,Mid-level manager,Private,39.0,Agree,Disagree,Disagree,Agree,Agree,3.17,3.14,3.33,3.83,4.0,3.25,2.5
320,321.0,Male,Married,Master,Finance,11 - 15 Years,Yes,Yes,Mid-level manager,Private,34.0,Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Agree,2.83,2.57,3.0,3.33,5.0,1.75,1.75
321,322.0,Male,Married,Master,Finance,16 - 20 Years,Yes,Yes,Mid-level manager,Private,38.0,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,4.08,3.71,4.0,3.83,4.5,4.25,4.0
322,323.0,Male,Married,Master,Finance,6 - 10 Years,Yes,No,Expert,Private,32.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4.17,4.57,4.67,4.67,5.0,2.75,3.5
323,324.0,Male,Married,Master,Finance,6 - 10 Years,No,No,Senior manager,Private,31.0,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,4.08,3.57,4.0,4.33,4.0,1.5,1.5
324,325.0,Male,Married,Master,Finance,6 - 10 Years,Yes,No,Staff,State,27.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5.0,5.0,5.0,5.0,5.0,5.0,5.0
325,326.0,Male,Married,Master,Education,11 - 15 Years,No,No,Mid-level manager,Private,40.0,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,4.92,4.0,4.5,4.83,4.0,3.75,3.75
326,327.0,Female,Married,Master,Health Care,6 - 10 Years,No,Yes,Operation manager,State,29.0,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,3.25,2.71,4.0,3.33,4.5,2.75,3.5
327,328.0,Male,Married,Master,Finance,11 - 15 Years,Yes,Yes,Senior manager,Private,37.0,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,3.92,3.86,4.0,3.83,4.5,5.0,4.75
328,329.0,Female,Married,Bachelor,Health Care,21 + Years,No,Yes,Staff,State,46.0,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,3.58,3.71,3.83,3.0,5.0,4.5,4.75
329,330.0,Female,Married,Master,Health Care,11 - 15 Years,No,No,Mid-level manager,Private,33.0,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Neither agree nor disagree,3.17,1.71,3.5,2.83,4.5,3.25,3.25
330,331.0,Female,Married,Master,Health Care,1 - 5 Years,No,No,Staff,State,26.0,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,2.5,2.43,3.17,2.67,4.0,2.75,2.25
331,332.0,Male,Married,Master,Information Technology,16 - 20 Years,Yes,Yes,Mid-level manager,Private,38.0,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,3.17,4.0,3.67,4.0,3.5,5.0,4.0
332,333.0,Male,Married,Master,Finance,6 - 10 Years,No,No,Expert,Private,29.0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,2.17,1.57,1.33,2.5,5.0,4.0,5.0
333,334.0,Male,Married,Master,Education,11 - 15 Years,Yes,Yes,Operation manager,State,38.0,Agree,Agree,Agree,Agree,Agree,4.0,4.0,4.0,4.0,4.0,4.0,4.25
334,335.0,Female,Single,Bachelor,Finance,1 - 5 Years,No,Yes,Expert,Private,24.0,Agree,Agree,Strongly agree,Agree,Strongly agree,4.83,4.71,4.67,4.83,5.0,2.5,3.75
335,336.0,Male,Married,Master,Production,1 - 5 Years,Yes,No,Mid-level manager,Private,31.0,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,4.17,1.71,3.83,2.33,3.5,2.75,3.5
336,337.0,Male,Married,Master,Finance,21 + Years,No,No,Mid-level manager,Private,39.0,Agree,Agree,Disagree,Agree,Agree,3.83,3.43,3.67,3.83,4.0,4.0,4.0
337,338.0,Male,Married,Master,Finance,16 - 20 Years,Yes,Yes,Operation manager,State,37.0,Strongly disagree,Disagree,Neither agree nor disagree,Agree,Disagree,3.08,2.14,3.67,2.67,4.0,2.5,2.25
338,339.0,Female,Married,Master,Finance,1 - 5 Years,No,No,Staff,State,24.0,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,4.25,2.71,4.67,3.17,4.5,2.75,2.0
339,340.0,Female,Married,Master,Finance,6 - 10 Years,Yes,Yes,Mid-level manager,Private,34.0,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,Strongly disagree,2.17,1.29,2.67,2.83,3.0,1.0,1.0
340,341.0,Female,Married,Master,Health Care,11 - 15 Years,No,No,Operation manager,State,36.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,3.92,3.0,3.83,3.83,5.0,3.25,3.0
341,342.0,Male,Married,Master,Finance,11 - 15 Years,No,Yes,Mid-level manager,Private,37.0,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,3.33,3.57,3.67,3.0,2.0,2.75,3.5
342,343.0,Female,Married,Master,Health Care,21 + Years,No,Yes,Senior manager,Private,40.0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1.33,1.14,3.17,1.17,3.5,3.0,4.25
343,344.0,Male,Married,Master,Education,11 - 15 Years,Yes,Yes,Mid-level manager,Private,38.0,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,4.58,4.43,4.0,5.0,5.0,5.0,5.0
344,345.0,Male,Married,Master,Education,11 - 15 Years,Yes,Yes,Staff,State,44.0,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4.75,4.86,5.0,5.0,5.0,4.75,5.0
345,346.0,Male,Single,Master,Finance,1 - 5 Years,No,Yes,Staff,State,34.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,2.92,2.29,3.83,2.0,4.5,4.0,3.0
346,347.0,Male,Married,Master,Finance,1 - 5 Years,Yes,Yes,Expert,Private,29.0,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,4.67,3.86,3.5,3.5,5.0,4.0,4.0
347,348.0,Male,Married,Master,Education,11 - 15 Years,Yes,Yes,Staff,State,44.0,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4.75,4.86,5.0,5.0,5.0,4.75,5.0
348,349.0,Male,Married,Master,Education,1 - 5 Years,No,No,Staff,State,24.0,Disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Disagree,4.67,2.43,4.0,3.5,5.0,3.5,3.5
349,350.0,Male,Married,Master,Education,6 - 10 Years,No,Yes,Mid-level manager,Private,29.0,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,4.25,3.43,4.17,3.83,3.5,4.75,5.0
350,351.0,Male,Married,Master,Production,6 - 10 Years,Yes,Yes,Operation manager,State,30.0,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,3.92,3.86,3.83,4.33,4.5,4.25,3.5
351,352.0,Male,Married,Master,Finance,1 - 5 Years,Yes,No,Staff,State,27.0,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,3.42,2.43,2.67,2.83,5.0,4.25,3.75
352,353.0,Male,Married,Master,Finance,1 - 5 Years,Yes,Yes,Expert,Private,26.0,Disagree,Disagree,Disagree,Agree,Agree,3.83,2.71,3.83,3.67,5.0,2.0,2.0
353,354.0,Male,Single,Master,Finance,1 - 5 Years,Yes,No,Expert,Private,30.0,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,3.5,3.0,3.33,3.5,4.5,4.0,4.25
354,355.0,Male,Single,Master,Education,11 - 15 Years,Yes,Yes,Mid-level manager,Private,34.0,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,4.5,4.14,4.0,4.83,5.0,2.75,4.75
355,356.0,Female,Single,Bachelor,Finance,21 + Years,No,Yes,Senior manager,Private,47.0,Agree,Agree,Agree,Strongly agree,Strongly agree,4.83,4.14,4.17,4.83,5.0,4.0,4.75
356,357.0,Male,Single,Master,Production,1 - 5 Years,No,Yes,Operation manager,State,33.0,Neither agree nor disagree,Agree,Agree,Agree,Agree,3.83,3.57,4.0,3.5,3.5,4.0,4.0
357,358.0,Female,Single,Bachelor,Health Care,6 - 10 Years,No,No,Staff,State,32.0,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1.42,2.57,1.5,1.0,2.0,2.75,2.25
358,359.0,Female,Single,Bachelor,Health Care,6 - 10 Years,No,No,Staff,State,32.0,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1.42,2.57,1.5,1.0,2.0,2.75,2.25
359,360.0,Male,Single,Master,Finance,16 - 20 Years,Yes,Yes,Senior manager,Private,42.0,Agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,4.33,3.86,4.67,4.67,5.0,4.5,5.0
360,361.0,Female,Single,Master,Finance,6 - 10 Years,Yes,Yes,Expert,Private,30.0,Agree,Agree,Agree,Agree,Agree,3.75,4.14,4.0,4.0,4.0,4.0,4.0
361,362.0,Male,Single,Master,Finance,1 - 5 Years,Yes,Yes,Staff,State,25.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4.83,5.0,5.0,5.0,4.0,5.0,5.0
362,363.0,Male,Single,Master,Education,1 - 5 Years,Yes,Yes,Mid-level manager,Private,29.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4.67,4.86,4.17,4.83,4.5,4.5,4.5
363,364.0,Male,Single,Master,Finance,6 - 10 Years,Yes,Yes,Expert,Private,33.0,Agree,Neither agree nor disagree,Disagree,Agree,Agree,3.5,3.0,4.5,3.83,3.5,3.25,3.5
364,365.0,Male,Single,Master,Finance,1 - 5 Years,No,Yes,Staff,State,37.0,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1.58,2.14,1.17,2.67,1.0,2.5,2.75
365,366.0,Male,Single,Master,Finance,21 + Years,Yes,Yes,Operation manager,State,49.0,Agree,Neither agree nor disagree,Disagree,Strongly agree,Agree,3.5,2.71,2.5,4.17,3.5,2.25,2.5
366,367.0,Male,Single,Master,Finance,16 - 20 Years,No,Yes,Senior manager,Private,34.0,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,2.67,2.57,1.33,1.83,4.0,1.75,1.25
367,368.0,Female,Single,Master,Education,6 - 10 Years,Yes,No,Expert,Private,32.0,Disagree,Disagree,Disagree,Agree,Agree,4.17,2.71,3.83,3.33,5.0,3.75,3.5
368,369.0,Female,Single,Master,Finance,1 - 5 Years,No,No,Staff,State,24.0,Agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,2.83,2.0,1.17,4.0,5.0,2.25,2.5
369,370.0,Male,Single,Master,Finance,1 - 5 Years,Yes,Yes,Expert,Private,25.0,Agree,Agree,Agree,Agree,Agree,3.67,4.14,4.83,4.33,5.0,3.25,3.0
370,371.0,Male,Single,Master,Health Care,16 - 20 Years,No,Yes,Mid-level manager,Private,36.0,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,1.75,1.43,2.33,1.83,3.5,2.25,2.0
371,372.0,Male,Single,Master,Information Technology,6 - 10 Years,No,Yes,Expert,Private,35.0,Neither agree nor disagree,Strongly disagree,Strongly disagree,Agree,Agree,3.0,2.57,3.67,3.33,4.5,4.0,5.0
372,373.0,Male,Single,Master,Information Technology,1 - 5 Years,Yes,No,Expert,Private,30.0,Disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,4.25,3.71,4.17,4.83,4.0,5.0,5.0
